"Période : 1er trimestre 2015 soit du 
01/01/2015 00:00 au 31/03/2015 23:59.",,,,,,,,,,,,,,,,,,,,,
"Région","Dpt","FINNES","Raison sociale","Code postal","Libelle routage","Logiciel 2013-2014","Editeur","RPU transmis
(OUI/NON)","Nombre de RPU transmis 1er trimestre 2015","Logiciel 2015","Version (en fonctionnement durant la période retenue) si changement de version le noter","Commentaire","Fréquence de remontées des données (en minutes)","Date de naissance",,"Diagnostic",,"Mode de sortie",,"Nombre de jours manquants","Commentaire"
,,"FINNES","Raison.sociale","Code.postal","Libelle.routage","Logiciel 2013-2014","editeur","RPU (OUI/NON/partellement)",,,,,,"Exhaustivité","Conformité","Exhaustivité","Conformité","Exhaustivité","Conformité",,
"LORRAINE","Meurthe et Moselle",540000023,"CENTRE HOSPITALIER SAINT CHARLES TOUL",54201,"TOUL CEDEX","CROSSWAY","McKesson - Hôpital adapté","OUI",3474,"CROSSWAY",,,15,"100%","100%","33%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540000155,"CENTRE HOSPITALIER DE LUNEVILLE",54301,"LUNEVILLE CEDEX","ResUrgences",,"OUI",4577,"ResUrgences ","4.3.12",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540000296,"CENTRE HOSPITALIER DE PONT A MOUSSON",54701,"PONT A MOUSSON CEDEX","ResUrgences ",,"OUI",2855,"ResUrgences ","4.5",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540000486,"POLYCLINIQUE DE GENTILLY ET SAINT DON",54100,"NANCY","ResUrgences ",,"OUI",4200,"ResUrgences ","4.5.YQ.15",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540001070,"CENTRE HOSPITALIER MAILLOT BRIEY",54151,"BRIEY CEDEX","Xperthis","H+Acute","OUI",5954,"H+Acute",,,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540001096,"CH DE MT ST MARTIN ( ALPHA SANTE )",54350,"MONT ST MARTIN","ResUrgences ",,"OUI",5183,"ResUrgences ","4.4.3",,15,"100%","100%","93%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540001138,"CHU NANCY - HOPITAL CENTRAL",54035,"NANCY CEDEX","ResUrgences",,"OUI",10217,"ResUrgences ","4.4.3",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meurthe et Moselle",540002698,"CHU NANCY - HOPITAUX DE BRABOIS",54511,"VANDOEUVRE LES NANCY CEDEX","ResUrgences",,"OUI",6686,"ResUrgences ","4.4.3",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meuse",550000012,"CH VERDUN/ST MIHIEL-HOP ST NICOLAS",55107,"VERDUN CEDEX","ResUrgences",,"OUI",7052,"ResUrgences ","4.3.12",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Meuse",550000434,"CENTRE HOSPITALIER DE BAR-LE-DUC",55012,"BAR LE DUC CEDEX","Xperthis","H+Acute","OUI",3808,"H+Acute","2.2.253",,15,"100%","100%","99%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000059,"CH MARIE-MADELEINE",57604,"FORBACH CEDEX","ResUrgences",,"OUI",10527,"ResUrgences ","4.6ZME.14",,15,"100%","100%","98%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000117,"CH DE SARREBOURG - HOPITAL ST NICOLAS",57402,"SARREBOURG CEDEX","ResUrgences",,"OUI",5749,"ResUrgences ","4.5ZBP.7",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000216,"HOSPITALOR HOPITAL DE ST AVOLD",57502,"ST AVOLD CEDEX","ResUrgences",,"OUI",5782,"ResUrgences ","4.6.zkc.11",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000349,"CHR METZ-THIONVILLE - HOPITAL BEL AIR",57126,"THIONVILLE CEDEX","ResUrgences",,"OUI",14392,"ResUrgences ","4.4.5",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000596,"HIA LEGOUEST",57000,"METZ","ResUrgences",,"OUI",14904,"ResUrgences ","4.5ZLD.21",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000646,"HOPITAL-CLINIQUE CLAUDE BERNARD",57000,"METZ","ResUrgences",,"OUI",6660,"ResUrgences ","4.4.5",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Moselle",570000901,"CENTRE HOSPITALIER ROBERT PAX",57211,"SARREGUEMINES CEDEX","CORETEXTE",,"OUI",3601,"Corpus","Full Web v2.5.01r08",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Moselle",570026682,"CHR METZ THIONVILLE - HOPITAL DE MERCY",57530,"ARS LAQUENEXY","ResUrgences",,"OUI",9727,"ResUrgences ","4.4.5",,15,"100%","100%","99%","100%","99%","99%","NA",
"LORRAINE","Vosges",880000021,"CHI E.DURKHEIM - PLATEAU DE LA JUSTICE",88021,"EPINAL CEDEX","ResUrgences",,"OUI",8652,"ResUrgences ","4.6",,15,"100%","100%","100%","100%","99%","99%","NA",
"LORRAINE","Vosges",880000047,"CENTRE HOSPITALIER DE SAINT-DIE",88187,"ST DIE DES VOSGES CEDEX","ResUrgences",,"OUI",5675,"ResUrgences ","4.6.ZNJ.23",,15,"100%","100%","99%","100%","99%","99%","NA",
"LORRAINE","Vosges",880000054,"CHI L'OUEST VOSGIEN SITE NEUFCHATEAU",88307,"NEUFCHATEAU CEDEX","DXCARE",,"OUI",4266,"DXCARE",,,15,"100%","100%","95%","100%","99%","99%","NA",
"LORRAINE","Vosges",880000062,"CENTRE HOSPITALIER DE REMIREMONT",88204,"REMIREMONT CEDEX","ResUrgences",,"OUI",5746,"ResUrgences ","4.5.ZGI.19",,15,"100%","100%","100%","100%","99%","99%","NA",
