"Période : 1er trimestre 2015 soit du 
01/01/2015 00:00 au 31/03/2015 23:59.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Région","Dpt","FINNES","Raison sociale","Code postal","Libelle routage","Logiciel 2013-2014","Editeur","RPU transmis
(OUI/NON)","Nombre de RPU transmis 1er trimestre 2015","Logiciel 2015","Version (en fonctionnement durant la période retenue) si changement de version le noter","Commentaire","Fréquence de remontées des données (en minutes)","Date de naissance",,"Diagnostic",,"Mode de sortie",,"Nombre de jours manquants","Commentaire","RPU Code postal","RPU Commune","RPU Sexe","RPU Date entrée","RPU Mode entrée","RPU Provenance","RPU Mode de transport","RPU Mode de prise en charge","RPU Motif de recours","RPU CCMU","RPU Date de sortie","RPU Destination","RPU Orientation"
,,"FINNES","Raison.sociale","Code.postal","Libelle.routage","Logiciel 2013-2014","editeur","RPU (OUI/NON/partellement)",,,,,,"Exhaustivité","Conformité","Exhaustivité","Conformité","Exhaustivité","Conformité",,,"RPU Code postal","RPU Commune","RPU Sexe","RPU Date entrée","RPU Mode entrée","RPU Provenance","RPU Mode de transport","RPU Mode de prise en charge","RPU Motif de recours","RPU CCMU","RPU Date de sortie","RPU Destination","RPU Orientation"
"PACA","Alpes hte provence",40000093,"CENTRE HOSPITALIER DE MANOSQUE",4101,"MANOSQUE CEDEX","TU-ORUPACA",,"OUI",7466,"TU-ORUPACA",,,"1440 (1x/24h)","100,00%","100,00%","98,61%","98,60%","99,85%","99,85%",0,,,,,,,,,,,,,,
"PACA","Alpes hte provence",40000135,"CHI DES ALPES DU SUD SITE DE SISTERON",4203,"SISTERON CEDEX","TU-ORUPACA",,"OUI",3662,"TU-ORUPACA",,,"1440 (1x/24h)","100,00%","100,00%","97,90%","97,90%","99,59%","99,59%",0,,,,,,,,,,,,,,
"PACA","Alpes hte provence",40000911,"CENTRE HOSPIT GENERAL DIGNE LES BAINS",4003,"DIGNE LES BAINS CEDEX","TU-ORUPACA",,"OUI",4439,"TU-ORUPACA",,,"1440 (1x/24h)","100,00%","100,00%","97,56%","97,56%","99,44%","99,44%",0,,,,,,,,,,,,,,
"PACA","Hte Alpes",50000231,"CH DES ESCARTONS DE BRIANCON",5105,"BRIANCON CEDEX","CRISTALNET-DMU",,"OUI",5633,"CRISTALNET-DMU",,,"1440 (1x/24h)","100,00%","100,00%","92,20%","92,18%","99,95%","99,95%",0,,,,,,,,,,,,,,
"PACA","Hte Alpes",50000256,"CENTRE HOSPITALIER D'EMBRUN",5200,"EMBRUN","CRISTALNET-DMU",,"OUI",2317,"CRISTALNET-DMU",,,"1440 (1x/24h)","100,00%","100,00%","99,44%","99,39%","100,00%","100,00%",0,,,,,,,,,,,,,,
"PACA","Hte Alpes",50000348,"CHI DES ALPES DU SUD SITE DE GAP",5007,"GAP CEDEX","TU-ORUPACA",,"OUI",8953,"TU-ORUPACA",,,"1440 (1x/24h)","100,00%","100,00%","93,81%","93,81%","95,73%","95,73%",0,,,,,,,,,,,,,,
"PACA","Alpes Maritimes",60000478,"CENTRE HOSPITALIER DE GRASSE",6135,"GRASSE CEDEX","TU-ORUPACA",,"OUI",11440,"TU-ORUPACA",,,"1440 (1x/24h)","100,00%","100,00%","95,81%","95,79%","99,43%","99,43%",0,,,,,,,,,,,,,,
"PACA","Alpes Maritimes",60000510,"CH D'ANTIBES JUAN LES PINS",6600,"ANTIBES","URQUAL",,"OUI",9872,"URQUAL",,,"1440 (1x/24h)","100,00%","100,00%","84,74%","82,58%","88,45%","88,45%",0,,,,,,,,,,,,,,
